[INFO ] 2020-03-23 18:46:37 olympiad: Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
[INFO ] 2020-03-24 18:00:37 olympiad: Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
