[INFO ] 2020-03-24 19:54:39 olympiad: Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
[INFO ] 2020-03-25 18:00:39 olympiad: Result,Player1,Player2,Player1 HP,Player2 HP,Player1 Damage,Player2 Damage,Points,Classed
